UF;MUNICIPIO;TOTAL;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
PB;CUBATI;1529;621;0;66;3;119;11;0;1;10;630;32;9;0;20;1;0;0;0;0;1;5
PB;CUITE;4714;1797;0;127;9;339;75;0;7;29;1907;289;21;0;53;13;0;0;0;0;0;48
PB;CUITE DE MAMANGUAPE;1793;557;0;23;0;98;41;0;7;8;918;85;40;0;12;1;0;0;0;0;0;3
PB;CUITEGI;2022;635;0;24;3;99;15;0;103;3;919;206;6;0;4;3;0;0;0;0;0;2
PB;CURRAL DE CIMA;1541;426;0;21;1;127;17;0;1;5;864;52;20;0;6;0;0;0;0;0;0;1
PB;CURRAL VELHO;574;101;0;8;0;39;2;0;5;4;375;33;3;0;2;0;0;0;0;0;0;2
PB;DAMIAO;825;454;0;44;0;70;17;0;0;10;213;5;11;0;1;0;0;0;0;0;0;0
PB;DESTERRO;2772;866;0;46;4;198;20;0;5;16;1261;297;8;0;13;8;0;0;0;0;1;29
PB;DIAMANTE;1751;422;0;28;0;87;8;0;24;5;1064;97;6;0;5;0;0;0;0;0;0;5
PB;DONA INES;2374;747;0;64;1;144;47;0;5;25;1221;79;31;0;3;0;0;0;0;0;1;6
PB;DUAS ESTRADAS;960;308;0;13;0;54;19;0;2;9;464;85;6;0;0;0;0;0;0;0;0;0
PB;EMAS;636;197;0;11;1;36;7;0;4;9;343;16;5;0;5;0;0;0;0;0;0;2
PB;ESPERANCA;12847;4705;0;654;62;769;258;1;109;41;5069;722;90;0;142;92;0;0;0;0;20;113
PB;FAGUNDES;3024;897;0;50;0;201;26;1;5;16;1701;67;45;0;7;1;0;0;0;0;0;7
PB;FREI MARTINHO;399;119;0;13;1;31;4;0;0;2;202;16;6;0;0;2;0;0;0;0;0;3
PB;GADO BRAVO;1480;629;0;64;0;128;25;0;0;50;540;13;22;0;7;1;0;0;0;0;0;1
PB;GUARABIRA;27954;8674;0;663;55;1635;575;0;1891;80;10851;2821;296;0;129;66;0;1;0;0;5;212
PB;GURINHEM;3787;1098;0;75;7;190;41;0;97;8;2093;82;34;0;36;9;0;0;0;0;3;14
PB;GURJAO;775;302;0;33;4;61;4;0;0;5;324;15;6;0;7;11;0;0;0;0;0;3
PB;IBIARA;1720;375;0;15;1;110;15;0;21;6;1048;116;4;0;6;1;0;0;0;0;0;2
PB;IGARACY;2011;440;0;25;1;101;15;0;13;9;1333;60;8;0;4;1;0;0;0;0;0;1
PB;IMACULADA;1696;549;0;23;2;143;25;0;50;26;760;92;12;0;1;3;0;0;0;0;0;10
PB;INGA;6714;1754;0;138;4;296;89;0;564;18;3427;304;48;0;48;5;0;1;0;0;0;18
PB;ITABAIANA;9597;3039;0;191;7;647;219;0;769;18;4017;452;43;0;122;8;0;1;0;0;1;63
PB;ITAPORANGA;10434;2538;0;168;8;634;112;0;277;49;5619;843;33;0;70;10;0;0;0;1;5;67
PB;ITAPOROROCA;6734;1882;0;170;4;422;59;0;35;11;3269;780;52;0;22;5;0;0;0;0;0;23
PB;ITATUBA;2484;664;0;69;11;180;26;0;32;6;1360;79;14;0;14;18;0;1;0;0;2;8
PB;JACARAU;4354;1398;0;85;1;332;65;0;18;25;2156;197;33;0;20;4;0;0;0;0;0;20
PB;JERICO;2507;535;0;28;1;175;26;0;1;11;1539;150;4;0;17;0;0;0;0;0;2;18
PB;JOAO PESSOA;466399;233650;0;7194;989;30688;17866;3;11848;1183;130480;11579;2799;0;4055;1745;16;92;0;22;135;12055
PB;JUAREZ TAVORA;2598;827;0;41;0;160;27;0;53;7;1340;98;20;0;16;0;0;0;0;0;0;9
PB;JUAZEIRINHO;3969;1877;0;111;13;305;60;0;25;26;1329;104;20;0;60;14;0;0;0;0;4;21
PB;JUNCO DO SERIDO;1479;672;0;84;13;153;21;0;11;6;435;39;9;0;13;11;0;0;0;0;0;12
PB;JURIPIRANGA;2130;824;0;66;6;156;52;0;92;9;719;106;26;0;41;9;0;2;0;0;0;22
PB;JURU;1686;466;0;25;0;149;29;0;8;7;926;62;5;0;2;0;0;0;0;0;1;6
PB;LAGOA;1257;267;0;25;0;71;11;0;2;5;786;75;7;0;6;0;0;0;0;0;0;2
PB;LAGOA DE DENTRO;2340;766;0;66;1;173;44;0;10;12;1117;116;19;0;9;1;0;0;0;0;0;6
PB;LAGOA SECA;10370;3547;0;268;10;892;236;0;148;54;4515;422;28;0;67;24;1;1;0;0;3;154
PB;LASTRO;1080;179;0;10;0;70;0;0;1;4;734;66;9;0;2;0;0;0;0;0;0;5
PB;LIVRAMENTO;1387;505;0;46;0;117;20;0;2;9;606;58;11;0;7;0;0;0;0;0;2;4
PB;LOGRADOURO;649;191;0;5;0;25;4;0;8;4;361;31;16;0;1;0;0;0;0;0;0;3
PB;LUCENA;3793;1207;0;32;1;232;83;0;108;13;1816;208;34;0;32;2;0;0;0;0;3;22
PB;MAE D'AGUA;774;234;0;6;0;57;4;0;3;1;434;24;5;0;1;0;0;0;0;0;0;5
PB;MALTA;1741;394;0;25;1;102;22;0;8;9;887;263;6;0;19;0;0;1;0;0;0;4
PB;MAMANGUAPE;19656;6408;0;572;30;1117;290;0;506;30;8378;1728;139;0;268;48;2;0;0;0;1;139
PB;MANAIRA;1705;432;0;50;1;136;14;0;26;17;945;45;7;0;15;2;0;0;0;0;0;15
PB;MARCACAO;1825;629;0;17;0;165;19;0;35;7;818;99;19;0;8;0;0;0;0;0;0;9
PB;MARI;6828;1941;0;130;5;304;65;0;108;12;3503;626;66;0;45;2;0;0;0;1;1;19
PB;MARIZOPOLIS;1892;524;0;58;3;94;17;0;4;10;920;236;8;0;11;3;0;0;0;0;0;4
PB;MASSARANDUBA;3958;1252;0;51;5;253;66;0;29;38;2111;82;18;0;29;10;0;0;0;0;0;14
PB;MATARACA;2036;680;0;51;1;116;24;0;8;11;997;86;19;0;33;4;0;0;0;0;0;6
PB;MATINHAS;1121;373;0;19;0;155;24;0;1;4;502;28;6;0;4;0;0;0;0;0;0;5
PB;MATO GROSSO;1105;268;0;21;4;78;18;0;0;5;549;131;4;0;14;3;0;0;0;0;0;10
PB;MATUREIA;1837;612;0;27;2;151;29;0;3;32;889;64;11;0;8;2;0;0;0;0;0;7
PB;MOGEIRO;3874;860;0;48;0;168;29;0;162;7;2355;195;12;0;20;2;0;0;0;0;0;16
PB;MONTADAS;1469;707;0;93;0;110;18;1;7;13;413;80;10;0;11;0;0;0;0;0;0;6
PB;MONTE HOREBE;1259;343;0;11;0;85;11;0;1;6;679;107;6;0;7;0;0;0;0;0;0;3
PB;MONTEIRO;13650;4387;0;339;90;1187;207;0;73;92;5889;946;81;0;97;122;0;3;0;0;7;130
PB;MULUNGU;2447;691;0;78;2;107;21;0;15;15;1406;60;25;0;15;6;0;0;0;0;1;5
PB;NATUBA;813;252;0;46;1;99;6;0;2;12;361;15;10;0;1;0;0;0;0;0;0;8
PB;NAZAREZINHO;1865;444;0;33;0;176;16;0;1;13;1003;153;8;0;9;0;0;0;0;0;0;9
PB;NOVA FLORESTA;1511;536;0;40;6;124;26;0;4;12;623;100;9;0;15;4;0;0;0;0;1;11
PB;NOVA OLINDA;1885;368;0;24;1;81;26;0;23;7;1243;94;9;0;1;2;0;0;0;0;1;5
PB;NOVA PALMEIRA;794;356;0;32;3;71;10;0;2;3;269;31;5;0;5;5;0;0;0;0;0;2
PB;OLHO D'AGUA;1417;346;0;18;1;157;32;0;2;7;757;54;9;0;27;1;0;0;0;0;0;6
PB;OLIVEDOS;1019;509;0;50;2;95;8;0;1;5;305;10;19;0;9;2;0;0;0;0;0;4
PB;OURO VELHO;692;266;0;21;1;56;8;0;2;18;258;32;10;0;12;2;0;0;0;0;0;6
PB;PARARI;478;167;0;5;0;39;2;0;0;3;252;5;3;0;2;0;0;0;0;0;0;0
PB;PASSAGEM;786;263;0;17;0;58;11;0;1;3;375;40;10;0;5;0;0;0;0;0;1;2
PB;PATOS;61642;18608;0;850;86;3476;868;0;2324;155;24963;8567;78;0;725;136;0;7;0;0;46;753
PB;PAULISTA;4467;819;0;97;15;416;38;0;12;14;2233;728;18;0;27;19;0;0;0;0;0;31
PB;PEDRA BRANCA;956;183;0;13;1;59;5;0;11;5;623;40;8;0;2;1;0;0;0;0;0;5
PB;PEDRA LAVRADA;1448;620;0;55;4;131;18;0;1;4;544;33;19;0;12;2;0;0;0;0;0;5
PB;PEDRAS DE FOGO;11032;3526;0;434;42;880;213;0;1031;48;3076;1135;145;0;310;102;0;0;0;1;17;72
PB;PEDRO REGIS;1174;350;0;22;0;77;3;0;6;3;663;34;8;0;4;0;0;0;0;0;0;4
PB;PIANCO;6877;1455;0;123;11;459;63;0;43;37;4005;584;10;0;32;6;0;0;0;0;0;49
PB;PICUI;4544;1539;0;149;9;325;65;0;5;16;1845;442;65;0;38;9;0;0;0;0;1;36
PB;PILAR;3466;1054;0;54;0;158;27;0;120;5;1910;78;23;0;32;1;0;0;0;0;0;4
PB;PILOES;1934;585;0;43;0;109;26;0;8;5;1013;123;15;0;5;0;0;0;0;0;0;2
PB;PILOEZINHOS;1711;352;0;15;0;72;18;0;44;4;1076;120;7;0;0;0;0;0;0;0;0;3
PB;PIRPIRITUBA;3080;842;0;48;2;188;37;0;112;3;1545;253;20;0;10;4;0;0;0;0;0;16
PB;PITIMBU;3976;1199;0;77;9;410;115;0;561;52;1286;180;12;0;28;9;0;2;0;0;1;35
PB;POCINHOS;4124;1918;0;182;14;333;49;1;7;34;1285;164;55;0;46;23;0;0;0;0;2;11
PB;POCO DANTAS;848;183;0;12;0;49;3;0;0;3;565;21;8;0;2;0;0;0;0;0;0;2
PB;POCO DE JOSE DE MOURA;1166;274;0;7;0;60;14;0;0;6;703;88;7;0;4;0;0;0;0;0;0;3
PB;POMBAL;16398;3601;0;369;27;1085;244;0;142;76;7535;2918;29;0;157;61;3;0;0;0;5;146
PB;PRATA;835;277;0;29;6;86;16;0;2;13;346;39;7;0;5;6;0;0;0;0;0;3
PB;PRINCESA ISABEL;7410;2293;0;226;22;807;142;0;236;107;2965;394;36;0;43;35;0;1;0;0;4;99
PB;PUXINANA;3190;1290;0;96;25;223;39;0;22;56;1165;167;18;0;35;44;0;1;0;0;1;8
PB;QUEIMADAS;18126;6711;0;540;72;1145;365;0;482;153;7399;843;119;0;118;118;0;1;0;0;6;54
PB;QUIXABA;575;160;0;10;0;33;6;0;8;3;313;32;5;0;2;0;0;0;0;0;0;3
PB;REMIGIO;6299;2431;0;278;16;445;204;0;31;9;2515;234;39;0;36;18;0;0;0;0;2;41
PB;RIACHAO;664;187;0;8;0;31;11;0;3;4;396;11;9;0;2;0;0;0;0;0;0;2
PB;RIACHAO DO BACAMARTE;1577;522;0;29;0;78;22;0;83;5;744;54;9;0;26;0;0;0;0;0;0;5
PB;RIACHAO DO POCO;1634;448;0;35;0;127;14;0;11;1;912;59;17;0;8;1;0;0;0;0;0;1
PB;RIACHO DE SANTO ANTONIO;395;189;0;24;5;44;10;0;0;8;98;2;6;0;2;1;0;0;0;0;0;6
PB;RIACHO DOS CAVALOS;2536;521;0;39;0;214;19;0;6;3;1352;353;7;0;14;0;0;0;0;0;0;8
PB;RIO TINTO;8125;3182;0;131;4;440;172;0;118;31;3140;700;75;0;69;13;0;0;0;0;0;50
PB;SALGADINHO;567;248;0;7;0;49;4;0;1;4;224;19;6;0;0;0;0;0;0;0;1;4
PB;SALGADO DE SAO FELIX;2378;762;0;38;0;198;49;0;57;13;1156;69;15;0;14;0;0;0;0;0;0;7
PB;SANTA CECILIA;563;208;0;71;0;101;13;0;3;8;135;7;14;0;1;0;0;0;0;0;0;2
PB;SANTA CRUZ;1443;360;0;25;0;104;10;0;1;4;836;76;19;0;4;0;1;0;0;0;0;3
PB;SANTA HELENA;1479;427;0;13;1;121;12;0;0;7;745;118;16;0;16;0;0;0;0;0;0;3
PB;SANTA INES;929;169;0;15;1;61;11;0;10;5;625;24;3;0;1;1;0;0;0;0;0;3
PB;SANTA LUZIA;6891;2133;0;177;12;466;115;0;162;17;2845;829;21;0;57;23;0;1;0;0;3;30
PB;SANTA RITA;51305;21488;0;1092;134;2435;889;0;1778;126;20583;1337;292;0;661;214;0;2;0;5;19;250
PB;SANTA TERESINHA;1647;372;0;31;0;95;32;0;15;6;994;89;5;0;3;1;0;0;0;0;0;4
PB;SANTANA DE MANGUEIRA;1262;233;0;3;0;78;6;0;2;0;897;32;3;0;4;1;0;0;0;0;1;2
PB;SANTANA DOS GARROTES;1701;461;0;22;0;125;25;0;13;10;984;40;5;0;5;1;0;0;0;0;0;10
PB;SANTAREM;605;174;0;10;0;44;5;0;0;5;322;39;5;0;1;0;0;0;0;0;0;0
PB;SANTO ANDRE;682;227;0;20;3;45;4;0;0;5;334;8;23;0;10;3;0;0;0;0;0;0
PB;SAO BENTINHO;1164;292;0;23;1;91;32;0;3;8;535;161;6;0;7;3;0;0;0;0;0;2
PB;SAO BENTO;18662;2400;0;246;103;1220;109;0;125;42;8652;5286;39;0;106;179;0;0;0;0;1;154
PB;SAO DOMINGOS DE POMBAL;797;171;0;18;0;43;9;0;2;6;486;54;5;0;3;0;0;0;0;0;0;0
PB;SAO DOMINGOS DO CARIRI;773;271;0;16;0;97;10;0;0;7;322;32;7;0;4;0;0;0;0;0;0;7
PB;SAO FRANCISCO;1105;292;0;15;2;51;7;0;0;3;639;84;6;0;5;1;0;0;0;0;0;0
PB;SAO JOAO DO CARIRI;1352;591;0;37;0;126;19;0;1;4;514;35;13;0;8;1;0;0;0;0;0;3
PB;SAO JOAO DO RIO DO PEIXE;6271;1539;0;92;4;414;44;0;9;25;3129;930;27;0;28;6;0;0;0;0;2;22
PB;SAO JOAO DO TIGRE;609;176;0;19;1;79;4;0;1;5;311;7;3;0;2;0;0;0;0;0;0;1
PB;SAO JOSE DA LAGOA TAPADA;1472;394;0;41;0;135;22;0;0;7;795;56;10;0;4;0;0;0;0;0;0;8
PB;SAO JOSE DE CAIANA;1652;346;0;20;1;114;5;0;17;9;1074;49;9;0;5;1;0;0;0;0;0;2
PB;SAO JOSE DE ESPINHARAS;914;250;0;15;2;68;8;0;6;6;508;31;9;0;7;2;0;0;0;0;0;2
PB;SAO JOSE DE PIRANHAS;7231;1808;0;68;1;586;70;0;5;29;3493;1053;23;0;59;2;0;0;0;0;1;33
PB;SAO JOSE DE PRINCESA;503;88;0;10;0;50;5;0;4;70;247;19;8;0;1;0;0;0;0;0;0;1
PB;SAO JOSE DO BONFIM;1105;244;0;12;0;56;7;0;37;1;684;41;11;0;12;0;0;0;0;0;0;0
PB;SAO JOSE DO BREJO DO CRUZ;299;69;0;5;0;23;4;0;1;1;167;22;7;0;0;0;0;0;0;0;0;0
PB;SAO JOSE DO SABUGI;1014;317;0;31;1;98;21;0;4;3;434;88;9;0;3;0;0;0;0;0;0;5
PB;SAO JOSE DOS CORDEIROS;660;282;0;29;2;68;2;0;1;9;236;9;10;0;3;8;0;0;0;0;0;1
PB;SAO JOSE DOS RAMOS;1639;460;0;30;1;94;35;0;36;1;935;28;10;0;3;2;0;0;0;0;0;4
PB;SAO MAMEDE;2398;747;0;46;4;208;32;0;26;3;1123;153;8;0;30;5;0;2;0;0;1;10
PB;SAO MIGUEL DE TAIPU;1669;492;0;32;1;99;12;0;20;2;957;29;11;0;9;2;0;0;0;0;0;3
PB;SAO SEBASTIAO DE LAGOA DE ROCA;3772;1448;0;157;2;270;48;0;22;16;1628;119;17;0;31;1;0;0;0;0;0;13
PB;SAO SEBASTIAO DO UMBUZEIRO;571;181;0;12;0;92;6;0;1;8;248;10;7;0;3;0;0;1;0;0;0;2
PB;SAO VICENTE DO SERIDO;1845;920;0;54;2;95;35;0;3;14;666;15;19;0;17;2;0;0;0;0;0;3
PB;SAPE;20919;6001;0;489;25;1047;227;2;323;44;10257;2061;153;0;161;37;0;1;0;2;1;88
PB;SERRA BRANCA;3842;1495;0;111;1;304;66;0;10;25;1640;132;17;0;18;6;0;0;0;0;1;16
PB;SERRA DA RAIZ;582;207;0;11;0;31;3;0;4;5;275;37;7;0;0;2;0;0;0;0;0;0
PB;SERRA GRANDE;746;230;0;8;1;38;8;0;5;5;415;21;10;0;4;1;0;0;0;0;0;0
PB;SERRA REDONDA;2151;660;0;30;3;93;37;0;47;16;1196;48;7;0;9;1;0;0;0;0;0;4
PB;SERRARIA;1167;464;0;23;1;58;14;0;4;10;552;17;17;0;0;2;0;0;0;0;1;4
PB;SERTAOZINHO;1608;481;0;10;0;90;13;0;20;1;846;108;19;0;6;4;0;0;0;0;0;10
PB;SOBRADO;3370;954;0;108;2;306;19;0;16;3;1754;162;9;0;22;6;0;0;0;0;1;8
PB;SOLANEA;10031;3852;0;296;4;709;196;0;13;46;4013;697;60;0;60;4;0;0;0;0;7;74
PB;SOLEDADE;5415;1874;0;239;35;352;67;0;36;32;2303;296;34;0;56;59;0;1;0;0;3;28
PB;SOSSEGO;558;287;0;34;0;52;8;0;0;4;155;4;6;0;4;1;0;0;0;0;0;3
PB;SOUSA;37453;10044;0;1114;137;2022;343;0;225;60;16779;5855;95;0;278;204;0;1;0;0;27;269
PB;SUME;5702;2134;0;148;13;496;83;0;16;39;2407;260;26;0;33;13;0;0;0;0;1;33
PB;TACIMA;1470;504;0;41;0;88;18;0;7;7;724;55;21;0;3;0;0;0;0;0;0;2
PB;TAPEROA;3002;1051;0;105;1;251;46;0;4;19;1326;137;14;0;27;9;0;0;0;0;0;12
PB;TAVARES;2411;613;0;43;2;216;41;0;27;29;1323;70;18;0;11;1;0;0;0;0;0;17
PB;TEIXEIRA;8317;2638;0;143;8;580;82;0;154;33;4241;336;27;0;33;5;0;0;0;0;2;35
PB;TENORIO;514;248;0;21;2;54;23;0;1;1;145;5;4;0;5;1;0;0;0;0;0;4
PB;TRIUNFO;2934;701;0;26;0;198;25;0;0;10;1752;186;10;0;16;1;0;0;0;0;0;9
PB;UIRAUNA;6733;1464;0;98;17;416;50;0;3;14;3841;696;13;0;33;30;0;0;0;0;1;57
PB;UMBUZEIRO;1672;644;0;76;1;210;81;0;29;43;507;29;35;0;5;0;0;0;0;0;0;12
PB;VARZEA;670;181;0;22;0;51;8;0;4;7;320;56;6;0;12;0;0;0;0;0;0;3
PB;VIEIROPOLIS;1484;361;0;15;0;102;6;0;1;8;909;66;11;0;0;0;0;0;0;0;0;5
PB;VISTA SERRANA;1326;222;0;30;2;92;4;0;2;2;709;245;4;0;8;1;0;1;0;0;0;4
PB;ZABELE;446;135;0;20;0;42;5;0;0;16;186;20;16;0;4;0;0;0;0;0;0;2
PE;ABREU E LIMA;34236;16241;0;709;140;1413;1695;0;433;85;11837;497;385;0;498;163;0;6;0;3;7;124
PE;AFOGADOS DA INGAZEIRA;24003;7105;0;509;40;1619;376;0;570;116;11749;1175;112;0;452;57;1;1;0;0;9;112
PE;AFRANIO;5909;1113;0;216;11;442;46;0;6;19;3721;212;32;0;54;27;0;0;0;0;0;10
PE;AGRESTINA;9551;3595;0;235;24;620;161;0;62;48;3637;846;44;0;207;33;0;1;0;1;0;37
PE;AGUA PRETA;6639;2277;0;183;2;239;102;0;126;91;2879;412;109;0;192;3;0;0;0;0;1;23
PE;AGUAS BELAS;12035;2870;0;402;41;777;114;0;44;116;6470;838;120;0;92;91;0;0;0;0;1;59
PE;ALAGOINHA;3730;1570;0;149;15;309;69;0;69;71;1325;61;25;0;35;18;0;0;0;0;2;12
PE;ALIANCA;9226;3846;0;181;42;394;190;0;250;42;3284;552;154;0;230;35;0;0;0;0;1;25
PE;ALTINHO;5961;1935;0;110;3;367;107;0;17;88;2689;475;43;0;100;11;0;0;0;0;2;14
PE;AMARAJI;4541;1539;0;160;9;347;85;0;30;46;1971;191;70;0;58;10;0;0;0;0;1;24
PE;ANGELIM;2654;1094;0;67;11;254;29;0;11;42;976;98;17;0;30;21;0;0;0;0;1;3
PE;ARACOIABA;4357;1701;0;105;5;185;154;0;181;66;1637;122;143;0;47;1;0;0;0;0;3;7
PE;ARARIPINA;39029;9317;0;1190;143;2444;312;0;83;145;21187;3367;111;0;349;198;1;4;0;0;65;113
PE;ARCOVERDE;34417;15027;0;1271;163;2528;676;0;1374;221;9849;1931;192;0;642;243;0;1;0;0;21;278
PE;BARRA DE GUABIRABA;2716;1052;0;83;2;239;46;0;12;29;1122;63;21;0;30;8;0;0;0;0;1;8
PE;BARREIROS;12507;4362;0;286;25;533;259;0;752;76;4920;790;122;0;287;27;1;2;0;0;7;58
PE;BELEM DE MARIA;2524;939;0;101;5;173;62;0;13;56;973;127;18;0;47;4;0;0;0;0;1;5
PE;BELEM DE SAO FRANCISCO;5459;1651;0;112;5;428;64;0;31;34;2715;259;28;0;100;6;0;1;0;0;4;21
PE;BELO JARDIM;36204;11506;0;984;139;2220;716;0;1027;431;14715;3531;148;0;373;232;0;0;0;0;7;175
PE;BETANIA;3527;851;0;62;0;208;32;0;4;28;2236;51;19;0;28;2;0;1;0;0;2;3
PE;BEZERROS;29511;9971;0;943;81;1764;619;1;218;173;12109;2879;130;0;326;113;0;3;0;2;18;161
PE;BODOCO;11472;2191;0;272;14;857;63;0;26;20;7681;189;47;0;76;21;0;0;0;0;0;15
PE;BOM CONSELHO;15384;3829;0;348;10;1005;172;1;32;105;8660;674;50;0;239;203;0;0;0;0;10;46
PE;BOM JARDIM;12295;4905;0;341;8;747;310;0;106;320;4902;306;207;0;98;11;0;0;0;0;1;33
PE;BONITO;10417;4108;0;401;19;834;220;0;83;116;3872;492;64;0;122;27;0;0;0;0;5;54
PE;BREJAO;2363;756;0;94;0;199;18;0;4;33;1121;78;19;0;25;9;0;0;0;0;0;7
PE;BREJINHO;1919;569;0;61;4;154;21;0;5;20;1000;58;11;0;15;1;0;0;0;0;0;0
PE;BREJO DA MADRE DE DEUS;18026;4256;0;438;23;1748;206;0;81;428;9130;1379;32;0;202;43;1;0;0;0;2;57
PE;BUENOS AIRES;3256;1159;0;81;13;205;48;0;44;26;1499;101;33;0;27;11;0;0;0;0;0;9
PE;BUIQUE;11208;3770;0;313;16;1076;146;0;240;155;5091;152;82;0;96;33;0;0;0;0;2;36
PE;CABO DE SANTO AGOSTINHO;64534;31106;0;1640;1164;3273;2495;0;1618;292;17949;1009;625;0;1455;1322;0;8;0;1;18;559
PE;CABROBO;13090;3657;0;292;28;763;88;0;174;60;7038;639;39;0;215;46;0;1;0;0;1;49
PE;CACHOEIRINHA;8712;2818;0;253;17;632;94;0;97;101;3379;1033;20;0;184;46;0;0;0;0;1;37
PE;CAETES;7229;2926;0;351;10;596;78;0;12;93;2843;165;54;0;63;16;0;1;0;0;1;20
PE;CALCADO;3682;1189;0;92;3;245;24;0;7;18;1758;286;31;0;12;14;0;0;0;0;0;3
PE;CALUMBI;2200;593;0;60;4;136;18;0;5;13;1259;61;14;0;32;4;0;0;0;0;0;1
PE;CAMARAGIBE;56187;27220;0;911;179;2952;2404;2;698;223;18900;955;161;0;873;244;0;2;0;0;21;442
PE;CAMOCIM DE SAO FELIX;5339;2273;0;203;3;398;88;0;10;69;1861;302;24;0;75;5;0;1;0;0;2;25
PE;CAMUTANGA;2299;619;0;101;7;127;46;0;7;1;1074;140;24;0;105;43;0;0;0;0;0;5
PE;CANHOTINHO;7162;2487;0;238;11;472;84;0;22;112;3183;310;38;0;108;55;0;0;0;0;2;40
PE;CAPOEIRAS;5215;1987;0;301;11;507;70;0;8;76;2041;98;36;0;32;29;0;1;0;0;0;18
PE;CARNAIBA;6149;1538;0;151;21;530;75;0;80;62;3422;107;36;0;81;25;0;2;0;0;2;17
PE;CARNAUBEIRA DA PENHA;2113;538;0;44;0;196;31;0;10;26;1204;38;8;0;13;1;0;1;0;0;0;3
PE;CARPINA;37871;13982;0;1070;167;2306;1572;3;1951;155;13280;2037;207;0;621;219;0;1;0;0;9;291
PE;CARUARU;209977;83232;0;5667;821;12915;5261;8;1541;888;72127;18842;783;1;4202;1241;3;12;0;23;52;2358
PE;CASINHAS;4229;979;0;85;0;197;38;0;47;176;2526;142;18;0;14;2;0;0;0;0;0;5
PE;CATENDE;10159;3363;0;200;39;447;182;0;161;114;4288;985;97;0;200;40;0;0;0;0;1;42
PE;CEDRO;3086;882;0;40;1;192;12;0;9;9;1718;162;14;0;30;5;0;0;0;0;2;10
PE;CHA DE ALEGRIA;2783;1047;0;65;1;154;60;0;63;42;1154;95;60;0;38;2;0;0;0;0;0;2
PE;CHA GRANDE;8246;2818;0;373;27;784;131;0;66;70;3304;462;53;0;74;38;0;1;0;0;1;44
PE;CONDADO;8657;2795;0;148;53;366;197;1;445;48;3390;806;82;0;192;109;0;1;0;0;2;22
PE;CORRENTES;3545;850;0;76;2;227;28;0;4;51;2093;141;17;0;27;14;0;1;0;0;1;13
PE;CORTES;2489;944;0;194;8;166;31;0;10;58;847;59;45;0;101;15;0;1;0;0;2;8
PE;CUMARU;4553;1299;0;215;10;323;62;0;14;119;2304;130;18;0;46;9;0;0;0;0;0;4
PE;CUPIRA;11249;3870;0;319;20;832;230;0;75;124;4123;1258;31;0;279;29;0;1;0;0;1;57
PE;CUSTODIA;14962;4978;0;491;57;1169;147;0;135;142;6601;808;61;0;183;93;0;0;0;0;19;78
PE;DORMENTES;6268;1366;0;365;36;492;30;0;11;31;3471;234;70;0;63;72;0;2;0;0;1;24
PE;ESCADA;21641;7913;0;453;122;887;517;2;234;90;8985;1468;234;0;397;211;0;0;0;4;6;118
PE;EXU;10192;2842;0;308;12;887;100;0;13;24;5478;304;55;0;108;18;0;4;0;0;3;36
PE;FEIRA NOVA;8076;2003;0;297;61;459;263;0;411;68;3845;472;30;0;92;52;0;0;0;0;1;22
PE;FERNANDO DE NORONHA;1804;567;0;23;2;211;94;0;55;29;502;122;12;0;57;5;1;0;0;0;13;111
PE;FERREIROS;3713;1008;0;95;14;213;75;0;39;6;1826;256;71;0;85;13;0;0;0;0;0;12
PE;FLORES;6166;1917;0;116;20;451;66;0;31;64;3237;134;24;0;65;28;0;0;0;0;0;13
PE;FLORESTA;11430;3317;0;563;16;1003;109;0;288;68;5119;607;32;0;173;38;42;0;0;0;6;49
PE;FREI MIGUELINHO;5229;1869;0;265;53;465;84;0;16;125;2010;178;24;0;72;57;0;1;0;0;0;10
PE;GAMELEIRA;4238;1800;0;90;2;194;84;0;135;24;1515;160;79;0;138;1;0;2;0;0;2;12
PE;GARANHUNS;66945;30445;0;1983;270;4655;1472;0;679;364;20916;3537;280;0;867;637;1;3;0;0;18;818
PE;GLORIA DO GOITA;8735;2412;0;289;48;517;154;1;134;90;4254;570;80;0;80;74;0;0;0;0;1;31
PE;GOIANA;34560;12095;0;808;238;1638;1005;0;1577;256;12566;2942;217;0;763;250;0;2;0;3;3;197
PE;GRANITO;1906;385;0;36;2;157;12;0;0;3;1247;28;16;0;15;2;0;0;0;0;1;2
PE;GRAVATA;43050;13540;0;1164;164;3007;915;0;806;149;17766;4264;148;0;557;212;1;2;0;3;19;333
PE;IATI;3658;1110;0;124;22;345;36;0;4;52;1742;68;35;0;28;78;0;0;0;0;0;14
PE;IBIMIRIM;7874;2502;0;206;7;895;114;0;116;82;3537;225;29;0;115;13;0;1;0;0;7;25
PE;IBIRAJUBA;1880;671;0;50;3;130;21;0;14;19;810;128;11;0;13;6;0;0;0;0;0;4
PE;IGARASSU;36252;18207;0;1092;356;1899;2012;0;566;140;9391;505;523;0;882;447;1;4;0;4;32;191
PE;IGUARACI;3019;1012;0;155;3;198;38;0;27;34;1432;64;33;0;16;1;0;0;0;0;1;5
